Time,Month,ClimateRegionName,ClimateRegionIndex,NumSites,ppt,airtemp,avgNPPtc,avgResp,avgNEE,Ndep,StreamN,
3, 7, eco311, 1, 1, 9.7, 18.5, 149.88, 101.06, -48.82, 0.08, 0.28, 
3, 8, eco311, 1, 1, 5.6, 20.8, 104.28, 49.43, -54.85, 0.05, 0.02, 
3, 9, eco311, 1, 1, 12.1, 15.6, 164.66, 161.8, -2.85, 0.1, 0.33, 
3, 10, eco311, 1, 1, 2, 10.2, 39.1, 81.71, 42.61, 0.03, 0, 
3, 11, eco311, 1, 1, 2.8, 6.9, 0, 90.61, 90.61, 0.03, 0, 
3, 12, eco311, 1, 1, 3.9, 1.5, 0, 59.94, 59.94, 0.04, 0, 
3, 1, eco311, 1, 1, 3.3, -5.8, 0, 1.17, 1.17, 0.03, 0, 
3, 2, eco311, 1, 1, 5.1, -4.5, 0, 1.27, 1.27, 0.05, 0, 
3, 3, eco311, 1, 1, 16.2, -2.3, 0, 1.45, 1.45, 0.12, 0.13, 
3, 4, eco311, 1, 1, 3.9, 6.2, 2.41, 61.64, 59.22, 0.04, 0.59, 
3, 5, eco311, 1, 1, 5.2, 13.7, 41, 114.23, 73.24, 0.05, 0.58, 
3, 6, eco311, 1, 1, 11.1, 18.3, 156.45, 114.16, -42.29, 0.09, 0.43, 
4, 7, eco311, 1, 1, 19.9, 19.1, 266.45, 134.48, -131.97, 0.15, 1.04, 
4, 8, eco311, 1, 1, 2.7, 20.2, 32.77, 12.38, -20.39, 0.03, 0, 
4, 9, eco311, 1, 1, 15.9, 15.1, 170, 164.11, -5.89, 0.12, 0.74, 
4, 10, eco311, 1, 1, 2.7, 8.2, 33.72, 95.23, 61.51, 0.03, 0, 
4, 11, eco311, 1, 1, 8.7, 0.6, 0, 59.98, 59.98, 0.07, 0, 
4, 12, eco311, 1, 1, 17.8, 0.3, 0, 55.49, 55.49, 0.14, 0.27, 
4, 1, eco311, 1, 1, 9.7, -3.7, 0, 1.31, 1.31, 0.08, 0.21, 
4, 2, eco311, 1, 1, 6.3, -6.5, 0, 1.11, 1.11, 0.06, 0, 
4, 3, eco311, 1, 1, 5.2, -1.4, 0, 1.51, 1.51, 0.05, 0.33, 
4, 4, eco311, 1, 1, 10.8, 4.7, 1.47, 48.33, 46.86, 0.09, 0.77, 
4, 5, eco311, 1, 1, 11.3, 11, 16.87, 94.08, 77.21, 0.09, 1.1, 
4, 6, eco311, 1, 1, 12.3, 18, 143.89, 120.89, -22.99, 0.1, 0.56, 
5, 7, eco311, 1, 1, 15.7, 20.2, 217.31, 128.62, -88.69, 0.12, 0.75, 
5, 8, eco311, 1, 1, 10.8, 20, 145.39, 84.99, -60.4, 0.09, 0.32, 
5, 9, eco311, 1, 1, 13.6, 14.1, 139.44, 150.1, 10.67, 0.11, 0.6, 
5, 10, eco311, 1, 1, 10.5, 7.1, 31.67, 87.66, 56, 0.08, 0.38, 
5, 11, eco311, 1, 1, 11.7, 3.1, 0, 49.25, 49.25, 0.09, 0.2, 
5, 12, eco311, 1, 1, 15.9, -3.1, 0, 1.35, 1.35, 0.12, 0.22, 
5, 1, eco311, 1, 1, 4.7, -5.2, 0, 1.19, 1.19, 0.04, 0.18, 
5, 2, eco311, 1, 1, 6.2, -8.6, 0, 0.97, 0.97, 0.05, 0, 
5, 3, eco311, 1, 1, 15.5, -1.7, 0, 1.48, 1.48, 0.12, 0.39, 
5, 4, eco311, 1, 1, 9.7, 7.2, 2.93, 60.02, 57.09, 0.08, 1.29, 
5, 5, eco311, 1, 1, 2.8, 13.5, 38.37, 107.69, 69.32, 0.03, 0.45, 
5, 6, eco311, 1, 1, 8.6, 16.9, 94.51, 70.64, -23.86, 0.07, 0.22, 
6, 7, eco311, 1, 1, 9.7, 18.5, 145.24, 94.87, -50.37, 0.08, 0.4, 
6, 8, eco311, 1, 1, 5.6, 20.8, 93.07, 41.84, -51.23, 0.05, 0.02, 
6, 9, eco311, 1, 1, 12.1, 15.6, 146.49, 139.99, -6.5, 0.1, 0.39, 
6, 10, eco311, 1, 1, 2, 10.2, 35.05, 70.14, 35.09, 0.03, 0, 
6, 11, eco311, 1, 1, 2.8, 6.9, 0, 77.56, 77.56, 0.03, 0, 
6, 12, eco311, 1, 1, 3.9, 1.5, 0, 50.9, 50.9, 0.04, 0, 
6, 1, eco311, 1, 1, 3.3, -5.8, 0, 0.98, 0.98, 0.03, 0, 
6, 2, eco311, 1, 1, 5.1, -4.5, 0, 1.07, 1.07, 0.05, 0, 
6, 3, eco311, 1, 1, 16.2, -2.3, 0, 1.22, 1.22, 0.12, 0.25, 
6, 4, eco311, 1, 1, 3.9, 6.2, 2.13, 52.86, 50.73, 0.04, 0.79, 
6, 5, eco311, 1, 1, 5.2, 13.7, 33.56, 95.86, 62.29, 0.05, 0.64, 
6, 6, eco311, 1, 1, 11.1, 18.3, 136.91, 94.48, -42.42, 0.09, 0.47, 
7, 7, eco311, 1, 1, 3.9, 22, 59.15, 20.17, -38.98, 0.04, 0, 
7, 8, eco311, 1, 1, 13.9, 21.3, 186.13, 104.24, -81.89, 0.11, 0.56, 
7, 9, eco311, 1, 1, 14, 15.7, 166.32, 138.98, -27.34, 0.11, 0.63, 
7, 10, eco311, 1, 1, 11.6, 10.7, 70, 98.15, 28.15, 0.09, 0.5, 
7, 11, eco311, 1, 1, 1.4, 2.8, 0, 54.96, 54.96, 0.02, 0, 
7, 12, eco311, 1, 1, 9.2, -0.1, 0, 1.4, 1.4, 0.08, 0, 
7, 1, eco311, 1, 1, 5.9, -2.6, 0, 1.21, 1.21, 0.05, 0, 
7, 2, eco311, 1, 1, 2.7, -0.5, 0, 1.38, 1.38, 0.03, 0.27, 
7, 3, eco311, 1, 1, 2.4, 6, 0, 55.09, 55.09, 0.03, 0.48, 
7, 4, eco311, 1, 1, 5.6, 8.3, 3.53, 68.08, 64.54, 0.05, 0.4, 
7, 5, eco311, 1, 1, 9.4, 15.5, 45.93, 90.14, 44.21, 0.08, 0.43, 
7, 6, eco311, 1, 1, 8.4, 17.6, 115.75, 73.4, -42.35, 0.07, 0.36, 
8, 7, eco311, 1, 1, 15.7, 20.2, 205.76, 102.41, -103.35, 0.12, 0.83, 
8, 8, eco311, 1, 1, 10.8, 20, 125.3, 63.85, -61.45, 0.09, 0.33, 
8, 9, eco311, 1, 1, 13.6, 14.1, 121.76, 125.76, 4, 0.11, 0.63, 
8, 10, eco311, 1, 1, 10.5, 7.1, 27.93, 72.3, 44.37, 0.08, 0.43, 
8, 11, eco311, 1, 1, 11.7, 3.1, 0, 40.25, 40.25, 0.09, 0.26, 
8, 12, eco311, 1, 1, 15.9, -3.1, 0, 1.09, 1.09, 0.12, 0.28, 
8, 1, eco311, 1, 1, 4.7, -5.2, 0, 0.97, 0.97, 0.04, 0.24, 
8, 2, eco311, 1, 1, 6.2, -8.6, 0, 0.79, 0.79, 0.05, 0, 
8, 3, eco311, 1, 1, 15.5, -1.7, 0, 1.2, 1.2, 0.12, 0.5, 
8, 4, eco311, 1, 1, 9.7, 7.2, 2.55, 48.68, 46.13, 0.08, 1.45, 
8, 5, eco311, 1, 1, 2.8, 13.5, 30.75, 86.72, 55.97, 0.03, 0.45, 
8, 6, eco311, 1, 1, 8.6, 16.9, 81.43, 56, -25.43, 0.07, 0.24, 
9, 7, eco311, 1, 1, 13.2, 18.1, 157.17, 88.19, -68.98, 0.1, 0.63, 
9, 8, eco311, 1, 1, 15.3, 17.8, 166.69, 81.83, -84.86, 0.12, 0.67, 
9, 9, eco311, 1, 1, 1.2, 16.3, 22.77, 14.57, -8.2, 0.02, 0, 
9, 10, eco311, 1, 1, 2.5, 4.6, 9.79, 61.83, 52.04, 0.03, 0, 
9, 11, eco311, 1, 1, 13.4, 1.7, 0, 49.27, 49.27, 0.1, 0, 
9, 12, eco311, 1, 1, 6.9, -2.8, 0, 1.09, 1.09, 0.06, 0.24, 
9, 1, eco311, 1, 1, 5.1, -5.2, 0, 0.95, 0.95, 0.05, 0.24, 
9, 2, eco311, 1, 1, 5.8, -4.2, 0, 1.01, 1.01, 0.05, 0.28, 
9, 3, eco311, 1, 1, 11, -1.5, 0, 1.19, 1.19, 0.09, 0.43, 
9, 4, eco311, 1, 1, 8, 4.8, 1.2, 43.46, 42.26, 0.07, 0.82, 
9, 5, eco311, 1, 1, 6, 12.4, 16.08, 81.87, 65.79, 0.05, 1.11, 
9, 6, eco311, 1, 1, 10.7, 16.9, 97.86, 79.35, -18.51, 0.09, 0.44, 
10, 7, eco311, 1, 1, 13.2, 18.1, 143.84, 79.91, -63.93, 0.1, 0.56, 
10, 8, eco311, 1, 1, 15.3, 17.8, 162.78, 77, -85.78, 0.12, 0.66, 
10, 9, eco311, 1, 1, 1.2, 16.3, 22.04, 13.79, -8.25, 0.02, 0, 
10, 10, eco311, 1, 1, 2.5, 4.6, 9.44, 58.72, 49.28, 0.03, 0, 
10, 11, eco311, 1, 1, 13.4, 1.7, 0, 46.77, 46.77, 0.1, 0, 
10, 12, eco311, 1, 1, 6.9, -2.8, 0, 1.04, 1.04, 0.06, 0.24, 
10, 1, eco311, 1, 1, 5.1, -5.2, 0, 0.9, 0.9, 0.05, 0.24, 
10, 2, eco311, 1, 1, 5.8, -4.2, 0, 0.96, 0.96, 0.05, 0.28, 
10, 3, eco311, 1, 1, 11, -1.5, 0, 1.13, 1.13, 0.09, 0.43, 
10, 4, eco311, 1, 1, 8, 4.8, 1.16, 41.32, 40.17, 0.07, 0.81, 
10, 5, eco311, 1, 1, 6, 12.4, 15.32, 77.66, 62.35, 0.05, 1.08, 
10, 6, eco311, 1, 1, 10.7, 16.9, 94.44, 75.22, -19.21, 0.09, 0.43, 
11, 7, eco311, 1, 1, 5.4, 22.8, 67.95, 23.79, -44.16, 0.05, -0.04, 
11, 8, eco311, 1, 1, 13.7, 19.2, 131.7, 70.12, -61.57, 0.11, 0.39, 
11, 9, eco311, 1, 1, 9, 15.1, 105.88, 97.94, -7.94, 0.07, 0.3, 
11, 10, eco311, 1, 1, 6.3, 10.2, 54.78, 72.71, 17.93, 0.05, 0.17, 
11, 11, eco311, 1, 1, 8.3, 2.1, 0, 29.5, 29.5, 0.07, 0, 
11, 12, eco311, 1, 1, 8.7, -3, 0, 0.92, 0.92, 0.07, 0, 
11, 1, eco311, 1, 1, 5.9, -4.1, 0, 0.87, 0.87, 0.05, 0, 
11, 2, eco311, 1, 1, 6.3, -3.4, 0, 0.9, 0.9, 0.05, 0, 
11, 3, eco311, 1, 1, 7.4, 0.3, 0, 35.8, 35.8, 0.06, 0.52, 
11, 4, eco311, 1, 1, 5.2, 7.2, 2.26, 42.6, 40.34, 0.05, 0.92, 
11, 5, eco311, 1, 1, 14.2, 13.6, 29.5, 70.81, 41.31, 0.11, 1, 
11, 6, eco311, 1, 1, 24.4, 18.3, 183.41, 84.16, -99.26, 0.18, 1.27, 
12, 7, eco311, 1, 1, 6.7, 21.1, 63.35, 20.55, -42.8, 0.06, 0.01, 
12, 8, eco311, 1, 1, 11.8, 21.1, 118.68, 56.14, -62.55, 0.09, 0.33, 
12, 9, eco311, 1, 1, 8.7, 17.6, 106.71, 102.37, -4.34, 0.07, 0.28, 
12, 10, eco311, 1, 1, 7.5, 8, 30.31, 64.14, 33.83, 0.06, 0.27, 
12, 11, eco311, 1, 1, 12.8, 2.5, 0, 28.06, 28.06, 0.1, 0, 
12, 12, eco311, 1, 1, 10.7, -2.9, 0, 0.91, 0.91, 0.09, 0.26, 
12, 1, eco311, 1, 1, 5.3, -0.8, 0, 1.03, 1.03, 0.05, 0.34, 
12, 2, eco311, 1, 1, 5.6, -0.9, 0, 1.03, 1.03, 0.05, 0.4, 
12, 3, eco311, 1, 1, 8.5, 1.6, 0, 37.74, 37.74, 0.07, 0.57, 
12, 4, eco311, 1, 1, 9.9, 8.2, 2.82, 45.41, 42.59, 0.08, 0.97, 
12, 5, eco311, 1, 1, 12.3, 11.7, 23.38, 60.17, 36.79, 0.1, 0.68, 
12, 6, eco311, 1, 1, 11.5, 17, 108.77, 68.54, -40.23, 0.09, 0.5, 
13, 7, eco311, 1, 1, 19.9, 19.1, 190.29, 75.68, -114.62, 0.15, 0.92, 
13, 8, eco311, 1, 1, 2.7, 20.2, 22.81, 6.7, -16.11, 0.03, 0, 
13, 9, eco311, 1, 1, 15.9, 15.1, 118.9, 99.46, -19.43, 0.12, 0.71, 
13, 10, eco311, 1, 1, 2.7, 8.2, 23.91, 57.18, 33.27, 0.03, 0, 
13, 11, eco311, 1, 1, 8.7, 0.6, 0, 35.56, 35.56, 0.07, 0, 
13, 12, eco311, 1, 1, 17.8, 0.3, 0, 32.56, 32.56, 0.14, 0.36, 
13, 1, eco311, 1, 1, 9.7, -3.7, 0, 0.76, 0.76, 0.08, 0.32, 
13, 2, eco311, 1, 1, 6.3, -6.5, 0, 0.65, 0.65, 0.06, 0, 
13, 3, eco311, 1, 1, 5.2, -1.4, 0, 0.88, 0.88, 0.05, 0.5, 
13, 4, eco311, 1, 1, 10.8, 4.7, 0.99, 28.57, 27.59, 0.09, 0.92, 
13, 5, eco311, 1, 1, 11.3, 11, 9.41, 54.44, 45.03, 0.09, 1.04, 
13, 6, eco311, 1, 1, 12.3, 18, 90.08, 68.74, -21.35, 0.1, 0.49, 
14, 7, eco311, 1, 1, 12.6, 19.9, 126.93, 61.71, -65.22, 0.1, 0.44, 
14, 8, eco311, 1, 1, 8.7, 19.9, 88.66, 37.88, -50.78, 0.07, 0.23, 
14, 9, eco311, 1, 1, 21.4, 16.4, 137.82, 100.2, -37.62, 0.16, 1, 
14, 10, eco311, 1, 1, 6.2, 9.4, 39.08, 62.35, 23.27, 0.05, 0.14, 
14, 11, eco311, 1, 1, 8.9, 3.7, 0, 35.29, 35.29, 0.07, 0, 
14, 12, eco311, 1, 1, 9.9, -2.7, 0, 0.81, 0.81, 0.08, 0, 
14, 1, eco311, 1, 1, 3, -10.5, 0, 0.51, 0.51, 0.03, 0, 
14, 2, eco311, 1, 1, 3.6, -3.5, 0, 0.78, 0.78, 0.04, 0.24, 
14, 3, eco311, 1, 1, 8.3, 1.6, 0, 33.67, 33.67, 0.07, 0.52, 
14, 4, eco311, 1, 1, 15.4, 7.7, 2.25, 36.79, 34.54, 0.12, 1.08, 
14, 5, eco311, 1, 1, 11.5, 14.2, 28.77, 62.88, 34.11, 0.09, 0.61, 
14, 6, eco311, 1, 1, 7, 16.9, 65.14, 39.32, -25.81, 0.06, 0.17, 
15, 7, eco311, 1, 1, 17.5, 21.8, 168.26, 76.58, -91.68, 0.13, 0.7, 
15, 8, eco311, 1, 1, 15.7, 18.4, 130.53, 55.94, -74.59, 0.12, 0.52, 
15, 9, eco311, 1, 1, 8, 12.6, 59.26, 79.89, 20.63, 0.07, 0.2, 
15, 10, eco311, 1, 1, 3.7, 8.8, 27.05, 55.97, 28.91, 0.04, 0, 
15, 11, eco311, 1, 1, 8.7, 4.2, 0, 35.22, 35.22, 0.07, 0, 
15, 12, eco311, 1, 1, 7.9, -1.8, 0, 0.82, 0.82, 0.07, 0.24, 
15, 1, eco311, 1, 1, 14.7, -10.7, 0, 0.48, 0.48, 0.11, 0, 
15, 2, eco311, 1, 1, 5.2, -7.2, 0, 0.6, 0.6, 0.05, 0, 
15, 3, eco311, 1, 1, 15.7, -1, 0, 0.87, 0.87, 0.12, 0.49, 
15, 4, eco311, 1, 1, 10, 7, 2.2, 33.85, 31.65, 0.08, 1.22, 
15, 5, eco311, 1, 1, 10.5, 11.2, 14.23, 54.11, 39.87, 0.08, 0.69, 
15, 6, eco311, 1, 1, 8.1, 18.3, 67.26, 46.68, -20.58, 0.07, 0.26, 
16, 7, eco311, 1, 1, 16.7, 20.4, 162.44, 73.6, -88.84, 0.13, 0.68, 
16, 8, eco311, 1, 1, 3, 19.8, 23.94, 6.81, -17.13, 0.03, 0, 
16, 9, eco311, 1, 1, 7.6, 16.8, 85.57, 76.13, -9.44, 0.06, 0.2, 
16, 10, eco311, 1, 1, 11.8, 12.7, 74.25, 69.04, -5.21, 0.09, 0.4, 
16, 11, eco311, 1, 1, 9.1, 2.4, 0, 27.12, 27.12, 0.07, 0, 
16, 12, eco311, 1, 1, 9.7, -3.5, 0, 0.73, 0.73, 0.08, 0, 
16, 1, eco311, 1, 1, 7.9, -3.2, 0, 0.75, 0.75, 0.07, 0, 
16, 2, eco311, 1, 1, 4.7, -7.2, 0, 0.59, 0.59, 0.04, 0, 
16, 3, eco311, 1, 1, 10.8, -0.1, 0, 0.91, 0.91, 0.09, 0.45, 
16, 4, eco311, 1, 1, 16, 5.3, 1.26, 25.29, 24.03, 0.12, 0.99, 
16, 5, eco311, 1, 1, 10.2, 14.4, 17.61, 65.99, 48.38, 0.08, 0.89, 
16, 6, eco311, 1, 1, 6.5, 17.7, 50.72, 30.6, -20.13, 0.06, 0.08, 
17, 7, eco311, 1, 1, 9.5, 19.5, 79.63, 38.24, -41.39, 0.08, 0.23, 
17, 8, eco311, 1, 1, 9.7, 18.7, 97.19, 50.12, -47.06, 0.08, 0.31, 
17, 9, eco311, 1, 1, 2.2, 14.4, 28, 21.23, -6.77, 0.03, 0, 
17, 10, eco311, 1, 1, 3.5, 7.8, 20.79, 49.85, 29.06, 0.04, 0, 
17, 11, eco311, 1, 1, 11.3, 0.9, 0, 30.82, 30.82, 0.09, 0, 
17, 12, eco311, 1, 1, 5.3, -2.4, 0, 0.75, 0.75, 0.05, 0.23, 
17, 1, eco311, 1, 1, 7.6, -6.8, 0, 0.58, 0.58, 0.06, 0, 
17, 2, eco311, 1, 1, 5.4, -4.1, 0, 0.68, 0.68, 0.05, 0.25, 
17, 3, eco311, 1, 1, 10.4, -0.6, 0, 0.84, 0.84, 0.08, 0.41, 
17, 4, eco311, 1, 1, 10.6, 5.3, 1.24, 30.5, 29.25, 0.09, 0.71, 
17, 5, eco311, 1, 1, 6.8, 11, 9.31, 50.92, 41.6, 0.06, 0.65, 
17, 6, eco311, 1, 1, 3.4, 17.8, 28.45, 16.28, -12.17, 0.03, 0, 
18, 7, eco311, 1, 1, 5.4, 22.8, 35.57, 12.24, -23.33, 0.05, 0, 
18, 8, eco311, 1, 1, 13.7, 19.2, 140.12, 67.96, -72.16, 0.11, 0.48, 
18, 9, eco311, 1, 1, 9, 15.1, 82.41, 72.25, -10.15, 0.07, 0.22, 
18, 10, eco311, 1, 1, 6.3, 10.2, 43.79, 55.13, 11.34, 0.05, 0.14, 
18, 11, eco311, 1, 1, 8.3, 2.1, 0, 22.94, 22.94, 0.07, 0, 
18, 12, eco311, 1, 1, 8.7, -3, 0, 0.7, 0.7, 0.07, 0, 
18, 1, eco311, 1, 1, 5.9, -4.1, 0, 0.66, 0.66, 0.05, 0, 
18, 2, eco311, 1, 1, 6.3, -3.4, 0, 0.69, 0.69, 0.05, 0, 
18, 3, eco311, 1, 1, 7.4, 0.3, 0, 27.51, 27.51, 0.06, 0.41, 
18, 4, eco311, 1, 1, 5.2, 7.2, 2.13, 33.17, 31.04, 0.05, 0.72, 
18, 5, eco311, 1, 1, 14.2, 13.6, 20.65, 54.75, 34.1, 0.11, 0.77, 
18, 6, eco311, 1, 1, 24.4, 18.3, 139.45, 65.34, -74.1, 0.18, 0.96, 
19, 7, eco311, 1, 1, 12.3, 21.2, 98.49, 44.74, -53.75, 0.1, 0.29, 
19, 8, eco311, 1, 1, 8.7, 21.5, 75.97, 30.81, -45.16, 0.07, 0.18, 
19, 9, eco311, 1, 1, 6.2, 17.5, 71.15, 68.62, -2.53, 0.05, 0.1, 
19, 10, eco311, 1, 1, 29.7, 10, 39.57, 50.64, 11.07, 0.22, 0.95, 
19, 11, eco311, 1, 1, 10.8, 4.7, 0, 33.51, 33.51, 0.09, 0.18, 
19, 12, eco311, 1, 1, 7.7, -3.3, 0, 0.71, 0.71, 0.07, 0, 
19, 1, eco311, 1, 1, 11.1, -6.7, 0, 0.58, 0.58, 0.09, 0, 
19, 2, eco311, 1, 1, 6.5, -2.5, 0, 0.75, 0.75, 0.06, 0.26, 
19, 3, eco311, 1, 1, 12, -1.2, 0, 0.81, 0.81, 0.09, 0.36, 
19, 4, eco311, 1, 1, 14.4, 8.8, 3.12, 36.76, 33.64, 0.11, 1.16, 
19, 5, eco311, 1, 1, 9.1, 10, 12.9, 46.68, 33.77, 0.07, 0.33, 
19, 6, eco311, 1, 1, 14, 19.8, 102.87, 69.7, -33.17, 0.11, 0.47, 
20, 7, eco311, 1, 1, 5.8, 22, 47.67, 15.28, -32.4, 0.05, 0, 
20, 8, eco311, 1, 1, 27.1, 20.2, 169.31, 65.76, -103.56, 0.2, 0.92, 
20, 9, eco311, 1, 1, 21.4, 17.7, 128.28, 103.02, -25.26, 0.16, 0.71, 
20, 10, eco311, 1, 1, 17.7, 9.9, 36.19, 55.2, 19.01, 0.13, 0.53, 
20, 11, eco311, 1, 1, 10.1, 7.1, 0, 41.31, 41.31, 0.08, 0.29, 
20, 12, eco311, 1, 1, 12.5, 1.1, 0, 28.13, 28.13, 0.1, 0.18, 
20, 1, eco311, 1, 1, 6.2, -6.5, 0, 0.53, 0.53, 0.05, 0, 
20, 2, eco311, 1, 1, 10.4, -4.4, 0, 0.6, 0.6, 0.08, 0.18, 
20, 3, eco311, 1, 1, 14.5, 0.4, 0, 25.44, 25.44, 0.11, 0.47, 
20, 4, eco311, 1, 1, 13.6, 7.9, 2.31, 28.8, 26.49, 0.11, 0.96, 
20, 5, eco311, 1, 1, 9.3, 14.7, 23.6, 54, 30.39, 0.08, 0.54, 
20, 6, eco311, 1, 1, 13.4, 17.6, 95.24, 54.38, -40.86, 0.11, 0.42, 
